,Program,JOB_SEEKER_ID,CONTRACT_ID,SITE_CODE,SITE_DESCRIPTION,ESA_CODE,ESA Name,State,SPECIALIST_SITE_TYPE_CODE,Num_13_full,Den_13_full,Num_52,Den_52
220,DMS,8777394609,0212873B,ML17,AimBig Employment ORANGE,4PAT,Northern NSW,NSW,MUSK,0.0,8.0,,
221,ESS,25340003,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,,,,
222,DMS,403641009,0212821A,MN27,AimBig Employment HEIDELBERG,4PLE,Western Victoria,VIC,MUSK,0.0,8.0,,
223,DMS,581616609,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,0.0,0.0,,
224,ESS,214381009,0212903C,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,0.0,8.0,,
225,DMS,361595119,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
226,DMS,718697609,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
227,ESS,8800431003,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,,,,
228,ESS,696241609,0212882C,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL,,,,
229,ESS,342411119,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,0.0,6.0,,
230,ESS,397885509,0212902B,AA11,AimBig Employment INGLEBURN,4MAC,South Western Sydney,NSW,AALL,,,,
231,DMS,8597321019,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL,,,,
232,DMS,388376509,0212855K,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,AALL,,,,
233,ESS,8969107009,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,0.0,8.0,,
234,ESS,9851357809,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,0.0,6.0,,
235,DMS,697484019,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH,0.0,8.0,,
236,ESS,695723709,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL,0.0,8.0,,
237,ESS,663539809,0212899A,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL,,,,
238,DMS,713318019,0212858C,AC01,AimBig Employment MARYBOROUGH,4BEN,Regional Victoria,VIC,AALL,,,,
239,DMS,917965509,0212813A,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL,,,,
240,DMS,674566309,0212858C,AC21,AimBig Employment BENDIGO,4BEN,Regional Victoria,VIC,AALL,,,,
241,DMS,678973003,0212855K,NW67,AimBig Employment ROCKDALE,4SGS,South East Sydney,NSW,AALL,,,,
242,DMS,1090442119,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH,,,,
243,DMS,433401709,0212840D,MM27,AimBig Employment CAMPSIE,4CAB,South East Sydney,NSW,MUSK,0.0,8.0,,
244,DMS,51862109,0212861J,AC51,AimBig Employment HOBART,4HOB,Tasmania,TAS,AALL,,,,
245,ESS,1113635009,0212904D,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,,,,
246,DMS,1145731004,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
247,ESS,1159611019,0212900K,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,AALL,0.0,1.0,,
248,ESS,725810007,0212895H,AB91,AimBig Employment CORIO,4GEE,South Victoria,VIC,AALL,,,,
249,DMS,565361003,0212813A,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL,,,,
250,ESS,721674609,0212899A,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,0.0,8.0,,
251,ESS,8604664809,0212882C,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL,,,,
252,DMS,734170005,0212789F,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MENH,1.0,8.0,,
253,DMS,8796789609,0212823C,MN17,AimBig Employment NEWPORT,4WES,Western Victoria,VIC,MUSK,,,,
254,DMS,598551019,0212817E,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL,,,,
255,ESS,1071217709,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,0.0,8.0,,
256,DMS,550778019,0212822B,YA77,AimBig Employment Pty Ltd HOPPERS CROSSING,4WES,Western Victoria,VIC,MENH,,,,
257,ESS,746690007,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL,0.0,0.0,,
258,DMS,865096003,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
259,ESS,1126594004,0212879H,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,,,,
260,DMS,1410762007,0212823C,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,MUSK,,,,
261,DMS,891365003,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
262,DMS,1836634109,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,0.0,8.0,,
263,DMS,1264014109,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL,,,,
264,ESS,1440334909,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,0.0,0.0,,
265,DMS,1398030007,0212860H,ML67,AimBig Employment BALLARAT CENTRAL,4EUR,Regional Victoria,VIC,MUSK,,,,
266,DMS,1422987019,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH,,,,
267,ESS,837760609,0212882C,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL,,,,
268,DMS,1458037709,0212840D,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MUSK,,,,
269,DMS,1954899909,0212847K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MUSK,0.0,8.0,,
270,DMS,1441912909,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,0.0,0.0,,
271,DMS,1262831809,0212800G,MO17,AimBig Employment ROCKHAMPTON CITY,4CAP,QLD North,QLD,MENH,0.0,8.0,,
272,DMS,1564000004,0212805A,MN97,AimBig Employment AITKENVALE,4TOW,QLD North,QLD,MUSK,0.0,0.0,,
273,DMS,2232562509,0212796E,MO47,AimBig Employment WOOLLOONGABBA,4SOB,QLD South and West,QLD,MENH,0.0,8.0,,
274,DMS,1650096209,0212815C,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,1.0,1.0,,
275,DMS,2031365003,0212813A,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,,,,
276,DMS,1949667909,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL,,,,
277,ESS,2533720019,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,0.0,0.0,,
278,DMS,1403098109,0212789F,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MENH,1.0,8.0,,
279,ESS,2701435609,0212881B,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,AALL,,,,
280,DMS,2083770609,0212812K,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,0.0,8.0,,
281,ESS,2879996909,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,0.0,8.0,,
282,DMS,2392881709,0212861J,AC61,AimBig Employment GLENORCHY,4HOB,Tasmania,TAS,AALL,0.0,8.0,,
283,ESS,3425440809,0212904D,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,0.0,0.0,,
284,DMS,2112760005,0212825E,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,MUSK,,,,
285,DMS,3168306509,0212845J,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,AALL,,,,
286,ESS,1658235609,0212889K,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,AALL,,,,
287,DMS,2033856809,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
288,ESS,4225152709,0212882C,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL,,,,
289,DMS,1512911909,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,0.0,0.0,,
290,DMS,4358114009,0212802J,MO07,AimBig Employment MACKAY,4MAK,QLD North,QLD,MENH,,,,
291,ESS,2166937509,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
292,ESS,2511862003,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
293,DMS,2570725007,0212822B,MN07,AimBig Employment SUNSHINE,4WES,Western Victoria,VIC,MENH,,,,
294,DMS,4462161003,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MENH,,,,
295,ESS,3183949019,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,0.0,0.0,,
296,DMS,4747710007,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
297,DMS,1926016003,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
298,DMS,3501579009,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH,,,,
299,DMS,4768461008,0212833E,FV68,AimBig Employment OSBORNE PARK,4NOM,Western Australia,WA,MENH,0.0,0.0,,
300,DMS,2838051909,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,,,,
301,DMS,5156351007,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
302,DMS,2052287019,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
303,ESS,4867610709,0212904D,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,0.0,0.0,,
304,ESS,5913445019,0212899A,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL,,,,
305,ESS,4130002119,0212886G,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL,0.0,8.0,,
306,DMS,2206131003,0212841E,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,,,,
307,DMS,5899871309,0212831C,MM67,AimBig Employment ROCKINGHAM,4CWM,Western Australia,WA,MENH,,,,
308,DMS,4946722909,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH,,,,
309,DMS,4498610006,0212861J,AC51,AimBig Employment HOBART,4HOB,Tasmania,TAS,AALL,,,,
310,ESS,3062821909,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,,,,
311,DMS,2367543209,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,0.0,0.0,,
312,DMS,4563685709,0212843G,MM17,AimBig Employment BONDI JUNCTION,4ESU,Eastern Sydney,NSW,MUSK,,,,
313,ESS,5904641004,0212889K,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,0.0,0.0,,
314,DMS,5366754007,0212822B,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MENH,,,,
315,DMS,4314049009,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,MENH,,,,
316,ESS,4256561003,0212881B,AE61,AimBig Employment WYONG,4CEC,Central Coast NSW,NSW,AALL,,,,
317,DMS,5517672007,0212859D,ML67,AimBig Employment BALLARAT CENTRAL,4EUR,Regional Victoria,VIC,MENH,,,,
318,DMS,5378792809,0212838K,AB41,AimBig Employment ROMA,4WDO,QLD South and West,QLD,AALL,1.0,1.0,,
319,ESS,4956134409,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL,,,,
320,DMS,4312320004,0212793B,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,MENH,0.0,0.0,,
321,DMS,5439426809,0212789F,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MENH,,,,
322,ESS,5459114004,0212879H,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,AALL,,,,
323,ESS,5470716003,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,0.0,0.0,,
324,DMS,5840427909,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH,,,,
325,DMS,4758055209,0212838K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,AALL,,,,
326,ESS,2127597209,0212886G,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,AALL,0.0,8.0,,
327,DMS,5548081003,0212843G,MM17,AimBig Employment BONDI JUNCTION,4ESU,Eastern Sydney,NSW,MUSK,,,,
328,ESS,6276870007,0212889K,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,AALL,0.0,8.0,,
329,ESS,5708884003,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,0.0,8.0,,
330,DMS,6155508003,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,0.0,0.0,,
331,DMS,5080241003,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,0.0,0.0,,
332,DMS,5396870609,0212841E,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,1.0,1.0,,
333,DMS,5522846003,0212845J,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,AALL,0.0,0.0,,
334,ESS,4860380409,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
335,ESS,5408599109,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
336,ESS,2631026609,0212881B,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,AALL,,,,
337,DMS,6323307109,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
338,ESS,5218242004,0212879H,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,AALL,0.0,8.0,,
339,ESS,6219412409,0212879H,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,,,,
340,DMS,4843444009,0212804K,MN97,AimBig Employment AITKENVALE,4TOW,QLD North,QLD,MENH,,,,
341,ESS,2516181019,0212882C,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL,,,,
342,DMS,6736104003,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
343,ESS,6287647909,0212894G,AC21,AimBig Employment BENDIGO,4BEN,Regional Victoria,VIC,AALL,0.0,0.0,,
344,DMS,6754811005,0212789F,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MENH,0.0,0.0,,
345,ESS,6756863509,0212897K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,,,,
346,ESS,5545251003,0212889K,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,0.0,0.0,,
347,ESS,5222190609,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
348,ESS,5572394004,0212897K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,AALL,,,,
349,DMS,5335061709,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,,,,
350,DMS,6338949109,0212821A,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MUSK,0.0,0.0,,
351,DMS,5955211019,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,0.0,8.0,,
352,ESS,5953416003,0212904D,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,AALL,,,,
353,DMS,6432816709,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MENH,,,,
354,DMS,6518733003,0212822B,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MENH,,,,
355,DMS,3093935004,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,0.0,0.0,,
356,DMS,5125104003,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
357,DMS,6498231007,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,MENH,,,,
358,ESS,6500979709,0212897K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,,,,
359,DMS,9494423003,0212793B,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,MENH,,,,
360,DMS,6481255019,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
361,DMS,5742461909,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,0.0,0.0,,
362,ESS,6174075809,0212881B,AE91,AimBig Employment GOSFORD,4CEC,Central Coast NSW,NSW,AALL,0.0,8.0,,
363,DMS,7028164109,0212870K,ML27,AimBig Employment DUBBO,4ORA,Northern NSW,NSW,MENH,,,,
364,DMS,3082066309,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,0.0,8.0,,
365,DMS,7045179809,0212817E,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL,,,,
366,DMS,6517481007,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,MENH,,,,
367,ESS,3112920003,0212904D,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,,,,
368,DMS,3140142004,0212793B,N687,AimBig Employment BURLEIGH HEADS,4GOC,QLD South and West,QLD,MENH,,,,
369,DMS,7038377009,0212817E,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL,,,,
370,DMS,1421903409,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,0.0,8.0,,
371,DMS,6638331004,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,0.0,0.0,,
372,ESS,6596798909,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
373,DMS,3659742909,0212833E,MM57,AimBig Employment JOONDALUP,4NOM,Western Australia,WA,MENH,0.0,8.0,,
374,DMS,916668009,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MENH,1.0,1.0,,
375,ESS,6702143119,0212897K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,AALL,1.0,1.0,,
376,DMS,3614224004,0212801H,MO17,AimBig Employment ROCKHAMPTON CITY,4CAP,QLD North,QLD,MUSK,,,,
377,DMS,2370610003,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,,,,
378,ESS,6209951609,0212902B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,,,,
379,ESS,6218241209,0212902B,AA11,AimBig Employment INGLEBURN,4MAC,South Western Sydney,NSW,AALL,,,,
380,DMS,2940067509,0212843G,MM17,AimBig Employment BONDI JUNCTION,4ESU,Eastern Sydney,NSW,MUSK,1.0,1.0,,
381,DMS,4009911709,0212822B,MN07,AimBig Employment SUNSHINE,4WES,Western Victoria,VIC,MENH,0.0,8.0,,
382,DMS,4005756409,0212840D,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MUSK,0.0,0.0,,
383,DMS,1898155109,0212812K,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,0.0,0.0,,
384,DMS,2817320006,0212861J,AC61,AimBig Employment GLENORCHY,4HOB,Tasmania,TAS,AALL,,,,
385,DMS,3775370008,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
386,ESS,3110643019,0212898K,AB21,AimBig Employment BAULKHAM HILLS,4CWS,Northern Sydney,NSW,AALL,,,,
387,ESS,6393477019,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,1.0,1.0,,
388,DMS,7159291309,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,0.0,0.0,,
389,ESS,6858543909,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,0.0,8.0,,
390,DMS,7394980004,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,0.0,8.0,,
391,ESS,1207286909,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,1.0,1.0,,
392,ESS,817461309,0212900K,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,AALL,0.0,0.0,,
393,ESS,9656900006,0212897K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,AALL,,,,
394,ESS,3667644109,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,0.0,8.0,,
395,DMS,3096938109,0212855K,NW67,AimBig Employment ROCKDALE,4SGS,South East Sydney,NSW,AALL,,,,
396,DMS,4210985109,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,0.0,0.0,,
397,DMS,7165190003,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
398,DMS,70050609,0212813A,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,,,,
399,DMS,819720003,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,0.0,0.0,,
400,ESS,1167473509,0212886G,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,AALL,,,,
401,DMS,6274857709,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,0.0,8.0,,
402,DMS,8173018509,0212833E,FV68,AimBig Employment OSBORNE PARK,4NOM,Western Australia,WA,MENH,1.0,2.0,,
403,DMS,978256409,0212793B,N687,AimBig Employment BURLEIGH HEADS,4GOC,QLD South and West,QLD,MENH,0.0,8.0,,
404,DMS,7143397019,0212866C,ML47,AimBig Employment MILDURA,4SUN,South Australia,VIC,MENH,0.0,0.0,,
405,DMS,3476477809,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH,0.0,0.0,,
406,DMS,8167512209,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MENH,,,,
407,ESS,7595353509,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,,,,
408,DMS,4080873709,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL,0.0,0.0,,
409,DMS,4791703119,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,0.0,8.0,,
410,DMS,651806309,0212857B,ML77,AimBig Employment WOLLONGONG,4WOL,South East Sydney,NSW,MUSK,0.0,8.0,,
411,ESS,1474392309,0212891D,AC81,AimBig Employment CASUARINA,4DAR,Northern Territory,NT,AALL,,,,
412,ESS,9455821019,0212879H,NX17,AimBig Employment FORTITUDE VALLEY,4NOB,QLD North,QLD,AALL,0.0,8.0,,
413,DMS,9201003509,0212822B,MN07,AimBig Employment SUNSHINE,4WES,Western Victoria,VIC,MENH,,,,
414,DMS,111899109,0212855K,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,AALL,,,,
415,DMS,3530290,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,0.0,8.0,,
416,ESS,4015150,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,1.0,1.0,,
417,DMS,642551209,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,,,,
418,DMS,2542551009,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,0.0,8.0,,
419,ESS,669267009,0212900K,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL,0.0,0.0,,
420,ESS,914161019,0212900K,NX07,AimBig Employment SYDNEY,4INS,Eastern Sydney,NSW,AALL,0.0,0.0,,
421,ESS,7907861003,0212904D,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,AALL,,,,
422,DMS,515141809,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,MENH,0.0,0.0,,
423,DMS,7807372709,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL,0.0,8.0,,
424,ESS,2212619019,0212902B,AA11,AimBig Employment INGLEBURN,4MAC,South Western Sydney,NSW,AALL,,,,
425,ESS,4051348003,0212902B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,,,,
426,DMS,231867309,0212862K,AB91,AimBig Employment CORIO,4GEE,South Victoria,VIC,AALL,0.0,0.0,,
427,DMS,3141418009,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,1.0,1.0,,
428,ESS,5384779909,0212889K,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,0.0,0.0,,
429,ESS,728516009,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,,,,
430,DMS,2580194003,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,0.0,0.0,,
431,ESS,564405009,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,,,,
432,ESS,512030008,0212894G,AC21,AimBig Employment BENDIGO,4BEN,Regional Victoria,VIC,AALL,,,,
433,ESS,1841477909,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL,0.0,8.0,,
434,DMS,5580798019,0212863K,ML57,AimBig Employment WARRNAMBOOL,4HAM,Regional Victoria,VIC,MENH,0.0,0.0,,
435,DMS,5842505019,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
436,ESS,7437161003,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
437,ESS,815575003,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,0.0,8.0,,
438,ESS,7065747009,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
439,DMS,7021230004,0212803K,MO07,AimBig Employment MACKAY,4MAK,QLD North,QLD,MUSK,,,,
440,DMS,275082709,0212804K,MN97,AimBig Employment AITKENVALE,4TOW,QLD North,QLD,MENH,,,,
441,ESS,413782909,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,,,,
