,JOB_SEEKER_ID,Contract_ID,Site_Name,specialist_site_type_code,Num_13_full_exp,Num_26_full_exp,Num_26_path_exp,Num_26_wrkast_exp,Num_52_full_exp,Num_52_path_exp
883,174542003,0212845J,AimBig Employment SURRY HILLS,AALL,1.0,1.0,0.0,0.0,0.0,0.0
884,1705540008,0212831C,AimBig Employment ROCKINGHAM,MENH,1.0,0.0,0.0,0.0,1.0,0.0
885,72782609,0212850F,AimBig Employment PENRITH,AALL,0.0,0.0,0.0,0.0,0.0,0.0
886,472810,0212899A,AimBig Employment FAIRFIELD,AALL,0.0,0.0,0.0,0.0,0.0,0.0
887,16995460,0212879H,AimBig Employment NORTH LAKES,AALL,0.0,0.0,0.0,0.0,0.0,0.0
888,1151435309,0212821A,AimBig Employment Pty Ltd THOMASTOWN,MUSK,0.0,0.0,0.0,0.0,0.0,0.0
889,8240584119,0212904D,AimBig Employment ROCKDALE,AALL,0.0,0.0,0.0,0.0,0.0,0.0
890,856456009,0212862K,AimBig Employment CORIO,AALL,1.0,1.0,0.0,0.0,1.0,0.0
891,6086559909,0212815C,AimBig Employment BROADMEADOW,AALL,1.0,0.0,0.0,0.0,0.0,0.0
892,1290527609,0212886G,AimBig Employment MOONEE PONDS,AALL,1.0,0.0,0.0,0.0,1.0,0.0
893,1998612209,0212817E,AimBig Employment BROADMEADOWS,AALL,1.0,0.0,0.0,0.0,1.0,0.0
894,669904909,0212828H,AimBig Employment INVERELL,AALL,1.0,1.0,0.0,0.0,1.0,0.0
895,8332235003,0212841E,AimBig Employment AUBURN,AALL,1.0,1.0,0.0,0.0,1.0,0.0
896,6915586809,0212886G,AimBig Employment MOONEE PONDS,AALL,1.0,1.0,0.0,0.0,0.0,0.0
897,2113650709,0212822B,AimBig Employment NEWPORT,MENH,1.0,0.0,0.0,0.0,0.0,0.0
898,2950070109,0212844H,AimBig Employment FAIRFIELD,AALL,0.0,0.0,0.0,0.0,0.0,0.0
899,4171250119,0212900K,AimBig Employment LEICHHARDT,AALL,1.0,0.0,0.0,0.0,0.0,0.0
900,3167010209,0212822B,AimBig Employment Pty Ltd ST ALBANS,MENH,0.0,0.0,0.0,0.0,0.0,0.0
901,3091138309,0212845J,AimBig Employment SURRY HILLS,AALL,1.0,1.0,0.0,0.0,1.0,0.0
902,2854166709,0212823C,AimBig Employment Pty Ltd ST ALBANS,MUSK,1.0,0.0,0.0,0.0,0.0,0.0
903,7457033409,0212793B,AimBig Employment SURFERS PARADISE,MENH,1.0,0.0,0.0,0.0,1.0,0.0
904,83118809,0212882C,AimBig Employment CESSNOCK,AALL,1.0,0.0,0.0,0.0,0.0,0.0
905,1255659609,0212795D,AimBig Employment TOOWONG,AALL,1.0,0.0,0.0,0.0,0.0,0.0
906,9678375709,0212898K,AimBig Employment BAULKHAM HILLS,AALL,1.0,0.0,0.0,0.0,0.0,0.0
907,160964003,0212900K,AimBig Employment LEICHHARDT,AALL,1.0,1.0,0.0,0.0,0.0,0.0
908,340622003,0212838K,AimBig Employment DALBY,AALL,1.0,1.0,0.0,0.0,0.0,0.0
909,12946590,0212847K,AimBig Employment BURWOOD,MUSK,1.0,1.0,0.0,0.0,0.0,0.0
910,5158977009,0212816D,AimBig Employment SINGLETON,AALL,0.0,0.0,0.0,0.0,0.0,0.0
911,4594813003,0212900K,AimBig Employment DARLINGHURST,AALL,0.0,0.0,0.0,0.0,0.0,0.0
912,2250966609,0212879H,AimBig Employment TOOWONG,AALL,0.0,0.0,0.0,0.0,0.0,0.0
913,4425630019,0212881B,AimBig Employment WOY WOY,AALL,1.0,0.0,0.0,0.0,1.0,0.0
914,2455100005,0212902B,AimBig Employment CAMPBELLTOWN,AALL,1.0,0.0,0.0,0.0,0.0,0.0
915,7746750,0212898K,AimBig Employment AUBURN,AALL,0.0,0.0,0.0,0.0,0.0,0.0
916,6129899409,0212813A,AimBig Employment MAITLAND,AALL,1.0,0.0,0.0,0.0,0.0,0.0
917,701114004,0212844H,AimBig Employment CABRAMATTA,AALL,1.0,1.0,0.0,0.0,0.0,0.0
918,13077980,0212904D,AimBig Employment HURSTVILLE,AALL,0.0,0.0,0.0,0.0,1.0,0.0
919,5474140003,0212845J,AimBig Employment SURRY HILLS,AALL,1.0,0.0,0.0,0.0,0.0,0.0
920,899065019,0212848A,AimBig Employment LIVERPOOL,AALL,0.0,0.0,0.0,0.0,0.0,0.0
921,2019430009,0212812K,AimBig Employment ETTALONG BEACH,AALL,0.0,0.0,0.0,0.0,0.0,0.0
922,536587709,0212848A,AimBig Employment LIVERPOOL,AALL,1.0,1.0,0.0,0.0,0.0,0.0
923,7675520,0212815C,AimBig Employment BROADMEADOW,AALL,0.0,0.0,0.0,0.0,0.0,0.0
