,Job_Seeker_ID,Num_13,Den_13,Site_Name,Contract_ID,specialist_site_type_code
0,3571477409,0,8,AimBig Employment DALBY,0212838K,AALL
0,9815128709,0,8,AimBig Employment BANKSTOWN,0212839K,MENH
0,5197590,0,0,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,3821607019,0,0,AimBig Employment BAULKHAM HILLS,0212898K,AALL
0,4470762019,0,0,AimBig Employment PHILLIP,0212835G,(blank)
0,4172894409,0,8,AimBig Employment GOSFORD,0212881B,AALL
0,9504664709,0,8,AimBig Employment JOONDALUP,0212833E,MENH
0,6420107409,0,5,AimBig Employment JOONDALUP,0212834F,(blank)
0,4289680,0,0,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,1051393909,0,0,AimBig Employment KANWAL,0212881B,AALL
0,5078623109,0,0,AimBig Employment AITKENVALE,0212804K,MENH
0,350078609,0,3,AimBig Employment PARRAMATTA,0212898K,AALL
0,7012361309,0,8,AimBig Employment PENRITH,0212850F,AALL
0,4082726409,0,8,AimBig Employment BUNBURY,0212811K,(blank)
0,123020002,0,0,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,57572003,0,0,AimBig Employment LEICHHARDT,0212900K,AALL
0,1331474709,0,8,AimBig Employment BURWOOD,0212846K,MENH
0,654221003,0,0,AimBig Employment DUBBO,0212870K,MENH
0,5817830909,0,8,AimBig Employment SURRY HILLS,0212900K,AALL
0,3007491909,0,0,AimBig Employment FORTITUDE VALLEY,0212879H,AALL
0,6498750109,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,555698809,0,0,AimBig Employment MITCHELTON,0212795D,AALL
0,5043588019,0,0,AimBig Employment BENDIGO,0212894G,AALL
0,7128720,0,8,AimBig Employment BANKSTOWN,0212839K,MENH
0,9999230109,0,8,AimBig Employment AUBURN,0212898K,AALL
0,8439168909,0,4,AimBig Employment LIVERPOOL,0212848A,AALL
0,8237750019,0,0,AimBig Employment DARLINGHURST,0212900K,AALL
0,4285824509,0,4,AimBig Employment WOOLLOONGABBA,0212796E,(blank)
0,782962809,0,0,AimBig Employment CRAIGIEBURN,0212886G,AALL
0,9835270004,0,0,AimBig Employment SUNSHINE WEST,0212823C,MUSK
0,4673281009,0,8,AimBig Employment MILDURA,0212866C,MENH
0,9302021809,0,0,AimBig Employment CESSNOCK,0212813A,AALL
0,3587072909,0,8,AimBig Employment TAMWORTH,0212883D,(blank)
0,8363871609,0,0,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,2997015709,0,0,AimBig Employment CHINCHILLA,0212897K,AALL
0,8214080109,0,8,AimBig Employment NORTH LAKES,0212795D,AALL
0,1900798909,0,8,AimBig Employment INGLEBURN,0212849B,AALL
0,621101019,0,0,AimBig Employment CORIO,0212862K,AALL
0,3388093909,0,8,AimBig Employment MILE END,0212791K,MENH
0,4641900,0,8,AimBig Employment WYONG,0212881B,AALL
0,7854797809,0,4,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,2933420119,0,5,AimBig Employment WOOLLOONGABBA,0212797F,(blank)
0,454436509,0,5,AimBig Employment FORTITUDE VALLEY,0212879H,AALL
0,11056140,0,0,AimBig Employment TOOWONG,0212879H,AALL
0,929366209,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,697484019,0,6,AimBig Employment EPPING,0212820K,MENH
0,8447756109,0,0,AimBig Employment PENRITH,0212903C,(blank)
0,2781836019,0,8,AimBig Employment PORT MACQUARIE,0212827G,(blank)
0,640687609,0,4,AimBig Employment DALBY,0212838K,AALL
0,5629924709,0,0,AimBig Employment PENRITH,0212850F,AALL
0,1771226809,0,5,AimBig Employment PROSPECT,0212789F,(blank)
0,3512327009,0,0,AimBig Employment WOOLLOONGABBA,0212796E,(blank)
0,9299839609,0,6,AimBig Employment UPPER MOUNT GRAVATT,0212797F,(blank)
0,9241234019,0,0,AimBig Employment ROCKINGHAM,0212832D,MUSK
0,15092770,0,4,AimBig Employment SYDNEY,0212845J,AALL
0,66738809,0,4,AimBig Employment BROADMEADOW,0212884E,AALL
0,59757209,0,0,AimBig Employment BROADMEADOW,0212815C,AALL
0,4460913709,0,4,AimBig Employment WERRIBEE,0212822B,MENH
0,968229509,0,8,AimBig Employment CAIRNS CITY,0212798G,MENH
0,9195769109,0,8,AimBig Employment AITKENVALE,0212805A,MUSK
0,12519530,0,5,AimBig Employment BROADMEADOW,0212884E,AALL
0,8528048309,0,0,AimBig Employment SURFERS PARADISE,0212793B,MENH
0,8131081709,0,0,AimBig Employment WYONG,0212881B,AALL
0,2044415019,0,8,AimBig Employment ROCKDALE,0212855K,AALL
0,5061512019,0,8,AimBig Employment PARRAMATTA,0212898K,AALL
0,5007183003,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,8152434019,0,4,AimBig Employment BROADMEADOW,0212815C,AALL
0,6705829709,0,0,AimBig Employment PENRITH,0212903C,(blank)
0,4060918809,0,4,AimBig Employment FRANKSTON,0212819G,MUSK
0,3496170,0,0,AimBig Employment PENRITH,0212903C,(blank)
0,2678743909,0,4,AimBig Employment CESSNOCK,0212813A,AALL
0,7089674409,0,8,AimBig Employment DARLINGHURST,0212900K,AALL
0,6414623509,0,0,AimBig Employment SURRY HILLS,0212845J,AALL
0,8757570003,0,8,AimBig Employment CESSNOCK,0212813A,AALL
0,5933333409,0,8,AimBig Employment KANWAL,0212881B,AALL
0,9225874909,0,4,AimBig Employment AUBURN,0212841E,AALL
0,4744835003,0,0,AimBig Employment BAULKHAM HILLS,0212898K,AALL
0,3304900809,0,0,AimBig Employment FAIRFIELD,0212844H,AALL
0,470024909,0,0,AimBig Employment SURFERS PARADISE,0212794C,(blank)
0,1068290,0,0,AimBig Employment TOOWONG,0212879H,AALL
0,7841352509,0,8,AimBig Employment LEICHHARDT,0212845J,AALL
0,15810400,0,8,AimBig Employment FAIRFIELD,0212844H,AALL
0,7684049709,0,8,AimBig Employment FAIRFIELD,0212899A,AALL
0,8228272003,0,8,AimBig Employment CABRAMATTA,0212899A,AALL
0,3368101609,0,0,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,4272620,0,0,AimBig Employment BROADMEADOWS,0212817E,AALL
0,6089087909,0,8,AimBig Employment TOOWONG,0212795D,AALL
0,7473599809,0,0,AimBig Employment CALOUNDRA,0212874C,(blank)
0,5799214609,0,8,AimBig Employment AUBURN,0212841E,AALL
0,9058832809,0,8,AimBig Employment SURRY HILLS,0212900K,AALL
0,4112009,0,0,AimBig Employment PENRITH,0212903C,(blank)
0,5055075809,0,3,AimBig Employment MOONEE PONDS,0212817E,AALL
0,3132166809,0,8,AimBig Employment DEAKIN,0212836H,MUSK
0,8582773209,0,4,AimBig Employment WARRNAMBOOL,0212863K,MENH
0,623772909,0,8,Aimbig Employment LAUNCESTON,0212893F,AALL
0,309105019,0,8,AimBig Employment CAIRNS CITY,0212798G,MENH
0,6782264309,0,4,AimBig Employment MITCHELTON,0212879H,AALL
0,1642205019,0,0,AimBig Employment MILE END,0212792A,(blank)
0,1512911909,0,4,AimBig Employment INVERELL,0212828H,AALL
0,4247514709,0,8,AimBig Employment SURFERS PARADISE,0212793B,MENH
0,13414780,0,0,AimBig Employment UPPER MOUNT GRAVATT,0212796E,(blank)
0,1090222109,0,8,AimBig Employment WERRIBEE,0212822B,MENH
0,4126710709,0,0,AimBig Employment NORTH LAKES,0212879H,AALL
0,972672003,0,8,AimBig Employment GLEN INNES,0212889K,AALL
0,905352209,0,0,AimBig Employment CABRAMATTA,0212844H,AALL
0,3108088609,0,8,AimBig Employment FAIRFIELD,0212899A,AALL
0,3102949309,0,0,AimBig Employment PARRAMATTA,0212841E,AALL
0,857902009,0,5,AimBig Employment PARRAMATTA,0212841E,AALL
0,7746995007,0,0,AimBig Employment ROSNY PARK,0212861J,AALL
0,5047910008,0,3,AimBig Employment JOONDALUP,0212834F,(blank)
0,1447120003,0,0,AimBig Employment CABRAMATTA,0212844H,AALL
0,9162164909,0,0,AimBig Employment HURSTVILLE,0212855K,AALL
0,4954449109,0,8,AimBig Employment PROSPECT,0212789F,(blank)
0,1584577509,0,0,AimBig Employment DARLINGHURST,0212900K,AALL
0,17694490,0,0,AimBig Employment CAMPBELLTOWN,0212903C,(blank)
0,8541029209,0,5,AimBig Employment FAIRFIELD,0212844H,AALL
0,6818436809,0,6,AimBig Employment BERRIMAH,0212891D,AALL
0,2067607909,0,0,AimBig Employment TAMWORTH,0212814B,AALL
0,15305350,0,5,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,5481870,0,8,AimBig Employment CABRAMATTA,0212899A,AALL
0,3595903004,0,0,AimBig Employment MILES,0212838K,AALL
0,507926019,0,3,AimBig Employment UPPER MOUNT GRAVATT,0212797F,(blank)
0,14902650,0,0,AimBig Employment ROCKDALE,0212904D,AALL
0,6292591609,0,0,AimBig Employment CHARLESTOWN,0212815C,AALL
0,5358066709,0,4,AimBig Employment TOOWONG,0212795D,AALL
0,1518261009,0,6,AimBig Employment CABRAMATTA,0212844H,AALL
0,13927300,0,4,AimBig Employment TAYLORS LAKES,0212823C,MUSK
0,7501554109,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,7683553007,0,0,AimBig Employment EPPING,0212821A,MUSK
0,1246898909,0,0,AimBig Employment TOOWONG,0212795D,AALL
0,26108609,0,0,AimBig Employment COFFS HARBOUR,0212887H,(blank)
0,1041033119,0,0,AimBig Employment NEWPORT,0212822B,MENH
0,8527993809,0,0,Aimbig Employment LAUNCESTON,0212865B,(blank)
0,2939227909,0,0,AimBig Employment MELBOURNE,0212825E,MUSK
0,7222784809,0,5,AimBig Employment SURFERS PARADISE,0212793B,MENH
0,5557060909,0,8,AimBig Employment COFFS HARBOUR,0212887H,(blank)
0,156950,0,0,AimBig Employment WERRIBEE,0212822B,MENH
0,2232562509,0,0,AimBig Employment WOOLLOONGABBA,0212796E,(blank)
0,8481012109,0,0,AimBig Employment UPPER MOUNT GRAVATT,0212797F,(blank)
0,3351500004,0,0,AimBig Employment PORT MACQUARIE,0212827G,(blank)
0,8743462003,0,0,AimBig Employment PARRAMATTA,0212841E,AALL
0,7928257009,0,5,AimBig Employment RYDE,0212851G,(blank)
0,5499331409,0,0,AimBig Employment FRANKSTON,0212819G,MUSK
0,5684360004,0,4,AimBig Employment MACKAY,0212803K,MUSK
0,3612020,0,6,AimBig Employment BROADMEADOW,0212884E,AALL
0,5833771309,0,8,AimBig Employment JOONDALUP,0212834F,(blank)
0,223312007,0,0,AimBig Employment CRAIGIEBURN,0212886G,AALL
0,2738473109,0,8,AimBig Employment BENDIGO,0212894G,AALL
0,9869818709,0,6,AimBig Employment DARLINGHURST,0212900K,AALL
0,9372600709,0,8,AimBig Employment DALBY,0212838K,AALL
0,353845509,0,8,AimBig Employment INVERELL,0212828H,AALL
0,5497909709,0,8,AimBig Employment CABRAMATTA,0212899A,AALL
0,4357234709,0,4,AimBig Employment CABRAMATTA,0212899A,AALL
0,38698409,0,0,AimBig Employment NORTH LAKES,0212879H,AALL
0,4110000004,0,8,AimBig Employment ROCKHAMPTON CITY,0212800G,MENH
0,8410810309,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,2385114003,0,8,AimBig Employment KANWAL,0212812K,AALL
0,707374409,0,8,AimBig Employment CAIRNS CITY,0212798G,MENH
0,5070904809,0,4,AimBig Employment PENRITH,0212850F,AALL
0,2535623609,0,8,AimBig Employment MIRANDA,0212855K,AALL
0,7287128509,0,0,AimBig Employment AUBURN,0212841E,AALL
0,8376405509,0,6,AimBig Employment BANKSTOWN,0212840D,MUSK
0,2965195209,0,8,AimBig Employment BANKSTOWN,0212839K,MENH
0,4604825019,0,3,AimBig Employment DARLINGHURST,0212900K,AALL
0,3488574004,0,8,AimBig Employment CAIRNS CITY,0212799H,MUSK
0,12163210,0,4,AimBig Employment CHINCHILLA,0212838K,AALL
0,8303613909,0,8,AimBig Employment MACQUARIE PARK,0212851G,(blank)
0,9444735109,0,8,AimBig Employment CABRAMATTA,0212899A,AALL
0,3983763609,0,0,AimBig Employment SUNSHINE WEST,0212823C,MUSK
0,5955211019,0,8,AimBig Employment MOONEE PONDS,0212817E,AALL
0,847322809,0,8,AimBig Employment CAMPSIE,0212839K,MENH
0,5843570,0,6,AimBig Employment MAITLAND,0212882C,AALL
0,937247609,0,0,AimBig Employment CHINCHILLA,0212838K,AALL
0,3433980209,0,0,AimBig Employment AITKENVALE,0212804K,MENH
0,699019309,0,8,AimBig Employment HEIDELBERG,0212820K,MENH
0,3785872509,0,6,AimBig Employment HEIDELBERG,0212820K,MENH
0,5076780,0,8,AimBig Employment MOONEE PONDS,0212886G,AALL
0,7273855009,0,8,AimBig Employment DALBY,0212897K,AALL
0,7934823609,0,4,AimBig Employment CALOUNDRA,0212875D,MUSK
0,1957959909,0,4,AimBig Employment CAIRNS CITY,0212798G,MENH
0,4140929309,0,8,AimBig Employment TOOWONG,0212795D,AALL
0,3570971119,0,5,AimBig Employment WERRIBEE,0212822B,MENH
0,7040470003,0,4,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,7598678909,0,4,AimBig Employment BAULKHAM HILLS,0212841E,AALL
0,9238355709,0,5,AimBig Employment CORIO,0212895H,AALL
0,9631045809,0,0,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,13266660,0,0,AimBig Employment AITKENVALE,0212805A,MUSK
0,7754547003,0,8,AimBig Employment ETTALONG BEACH,0212881B,AALL
0,1282100,0,8,AimBig Employment GOSFORD,0212881B,AALL
0,234937009,0,8,AimBig Employment SURRY HILLS,0212900K,AALL
0,5423075309,0,0,AimBig Employment LIVERPOOL,0212848A,AALL
0,800180119,0,8,AimBig Employment BANKSTOWN,0212839K,MENH
0,898561005,0,0,AimBig Employment MILE END,0212791K,MENH
0,275639409,0,8,AimBig Employment BAULKHAM HILLS,0212898K,AALL
0,2495110,0,0,AimBig Employment SURFERS PARADISE,0212794C,(blank)
0,992079609,0,8,AimBig Employment CAIRNS CITY,0212798G,MENH
0,3700080,0,0,AimBig Employment PARRAMATTA,0212841E,AALL
0,8729270003,0,5,AimBig Employment UPPER MOUNT GRAVATT,0212796E,(blank)
0,12711970,0,0,AimBig Employment DEAKIN,0212835G,(blank)
0,3036840,0,0,AimBig Employment CRAIGIEBURN,0212817E,AALL
0,5348870,0,4,AimBig Employment SINGLETON,0212816D,AALL
0,3659742909,0,0,AimBig Employment JOONDALUP,0212833E,MENH
0,5391284009,0,4,AimBig Employment MITCHELTON,0212879H,AALL
0,672800,0,3,AimBig Employment FRANKSTON,0212818F,MENH
0,10170520,0,0,AimBig Employment EPPING,0212820K,MENH
0,8054308309,0,6,AimBig Employment BANKSTOWN,0212839K,MENH
0,4229574004,0,0,AimBig Employment UPPER MOUNT GRAVATT,0212797F,(blank)
0,2537714009,0,6,AimBig Employment CRAIGIEBURN,0212817E,AALL
0,3179480019,0,8,AimBig Employment CRAIGIEBURN,0212817E,AALL
0,352859409,0,8,AimBig Employment BURWOOD,0212847K,MUSK
0,927156003,0,4,AimBig Employment THE ENTRANCE,0212812K,AALL
0,170875019,0,8,AimBig Employment EPPING,0212820K,MENH
0,3006220,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,9261057509,0,0,AimBig Employment CHINCHILLA,0212838K,AALL
0,5502830209,0,3,AimBig Employment WOY WOY,0212812K,AALL
0,872622019,0,0,AimBig Employment ETTALONG BEACH,0212812K,AALL
0,3073900005,0,0,AimBig Employment PARRAMATTA,0212898K,AALL
0,8758122909,0,0,AimBig Employment WERRIBEE,0212822B,MENH
0,7250249019,0,0,AimBig Employment HURSTVILLE,0212855K,AALL
0,3526973003,0,0,AimBig Employment PENRITH,0212850F,AALL
0,315090,0,8,AimBig Employment BANKSTOWN,0212839K,MENH
0,2133900119,0,6,AimBig Employment BANKSTOWN,0212839K,MENH
0,4268950,0,8,AimBig Employment CESSNOCK,0212882C,AALL
0,16183890,0,8,AimBig Employment EPPING,0212820K,MENH
0,5779130,0,0,AimBig Employment PROSPECT,0212790K,MUSK
0,3809671909,0,8,AimBig Employment FRANKSTON,0212819G,MUSK
0,6244486709,0,0,AimBig Employment CABRAMATTA,0212844H,AALL
0,4284386809,0,8,AimBig Employment TOOWONG,0212879H,AALL
0,2623960,0,3,AimBig Employment BROADMEADOWS,0212817E,AALL
0,6937699809,0,4,AimBig Employment MELBOURNE,0212824D,(blank)
0,6495936609,0,0,AimBig Employment HEIDELBERG,0212820K,MENH
0,7812186709,0,0,AimBig Employment PENRITH,0212850F,AALL
0,4139362409,0,0,AimBig Employment TAYLORS LAKES,0212822B,MENH
0,7043229109,0,0,AimBig Employment FAIRFIELD,0212844H,AALL
0,2840917609,0,8,AimBig Employment PENRITH,0212850F,AALL
0,3549240,0,3,AimBig Employment TOOWONG,0212795D,AALL
0,1889791509,0,8,AimBig Employment DALBY,0212897K,AALL
0,988483509,0,8,AimBig Employment CABRAMATTA,0212899A,AALL
0,3332697309,0,4,AimBig Employment FAIRFIELD,0212899A,AALL
0,3854373019,0,0,AimBig Employment PARRAMATTA,0212898K,AALL
0,7647123009,0,0,AimBig Employment SUNSHINE WEST,0212822B,MENH
0,1882414709,0,3,AimBig Employment CORIO,0212895H,AALL
0,473355109,0,8,AimBig Employment FORTITUDE VALLEY,0212879H,AALL
0,5750891019,0,6,AimBig Employment PARRAMATTA,0212841E,AALL
0,2019307709,0,0,AimBig Employment MOONEE PONDS,0212817E,AALL
0,877400,0,0,AimBig Employment OSBORNE PARK,0212833E,MENH
0,2828224709,0,0,AimBig Employment CABRAMATTA,0212844H,AALL
0,1495517909,0,8,AimBig Employment NORTH LAKES,0212795D,AALL
0,1306442004,0,0,AimBig Employment MITCHELTON,0212879H,AALL
0,8210561004,0,4,AimBig Employment NORTH LAKES,0212795D,AALL
0,1623906209,0,8,AimBig Employment KANWAL,0212812K,AALL
0,4708240,0,0,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,9364210004,0,0,AimBig Employment DALBY,0212838K,AALL
0,6721715209,0,8,AimBig Employment TAYLORS LAKES,0212823C,MUSK
0,4383671019,0,4,AimBig Employment AUBURN,0212841E,AALL
0,1270709609,0,0,AimBig Employment LISMORE,0212890C,(blank)
0,5838376009,0,3,AimBig Employment LIVERPOOL,0212848A,AALL
0,1234250,0,0,AimBig Employment HORNSBY,0212841E,AALL
0,5142432003,0,0,AimBig Employment MOONEE PONDS,0212886G,AALL
0,199684609,0,0,AimBig Employment SURRY HILLS,0212900K,AALL
0,7674267909,0,6,AimBig Employment CHERMSIDE,0212795D,AALL
0,4338907409,0,4,AimBig Employment KANWAL,0212881B,AALL
0,4659279909,0,4,AimBig Employment CRAIGIEBURN,0212886G,AALL
0,2343562007,0,0,AimBig Employment PENRITH,0212903C,(blank)
0,1708521004,0,0,AimBig Employment WYONG,0212881B,AALL
0,9579122609,0,0,AimBig Employment CRAIGIEBURN,0212886G,AALL
0,7840180909,0,5,AimBig Employment MOONEE PONDS,0212886G,AALL
0,2219574019,0,8,AimBig Employment MARRICKVILLE,0212845J,AALL
0,6426051009,0,4,AimBig Employment CALOUNDRA,0212875D,MUSK
0,163356003,0,4,AimBig Employment BROADMEADOW,0212884E,AALL
0,1188700002,0,0,AimBig Employment LEICHHARDT,0212900K,AALL
0,15538700,0,8,AimBig Employment MILES,0212897K,AALL
0,7239487409,0,0,AimBig Employment BAULKHAM HILLS,0212841E,AALL
0,1233381509,0,4,AimBig Employment SURRY HILLS,0212900K,AALL
0,15417570,0,4,AimBig Employment MITCHELTON,0212879H,AALL
0,2334086003,0,4,AimBig Employment ETTALONG BEACH,0212812K,AALL
0,7570184119,0,0,AimBig Employment WOOLLOONGABBA,0212796E,(blank)
0,1659488509,0,4,AimBig Employment BONDI JUNCTION,0212843G,MUSK
0,2311367019,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,9698685709,0,3,AimBig Employment BANKSTOWN,0212839K,MENH
0,908735109,0,4,AimBig Employment NORTH LAKES,0212795D,AALL
0,5341702709,0,0,AimBig Employment CHATSWOOD,0212851G,(blank)
0,4582394003,0,4,AimBig Employment SYDNEY,0212845J,AALL
0,6663913019,0,0,AimBig Employment WOY WOY,0212881B,AALL
0,4960193119,0,4,AimBig Employment CAIRNS CITY,0212798G,MENH
0,7631164209,0,0,AimBig Employment CABRAMATTA,0212899A,AALL
0,906368909,0,8,AimBig Employment CAIRNS CITY,0212798G,MENH
0,8803283019,0,8,AimBig Employment EPPING,0212820K,MENH
0,3352820,0,0,AimBig Employment MITCHELTON,0212879H,AALL
0,3121840,0,5,AimBig Employment TOOWONG,0212879H,AALL
0,2331867019,0,4,AimBig Employment ROCKINGHAM,0212831C,MENH
0,8903131003,0,4,AimBig Employment INVERELL,0212889K,AALL
0,6287647909,0,0,AimBig Employment BENDIGO,0212894G,AALL
0,8192830019,0,4,AimBig Employment PARRAMATTA,0212841E,AALL
0,5050049509,0,5,AimBig Employment ROSNY PARK,0212892E,(blank)
0,5581597019,0,8,AimBig Employment PENRITH,0212903C,(blank)
0,5448441003,0,3,AimBig Employment CABRAMATTA,0212844H,AALL
0,9226200006,0,0,AimBig Employment ROSNY PARK,0212892E,(blank)
0,516071209,0,0,AimBig Employment NEWPORT,0212823C,MUSK
0,3670940004,0,0,AimBig Employment CAIRNS CITY,0212799H,MUSK
0,453578509,0,5,AimBig Employment GLENORCHY,0212861J,AALL
0,3774435019,0,8,AimBig Employment CABRAMATTA,0212899A,AALL
0,17142840,0,5,AimBig Employment KANWAL,0212812K,AALL
0,6338949109,0,8,AimBig Employment EPPING,0212821A,MUSK
0,6712734119,0,8,AimBig Employment BROOKVALE,0212852H,(blank)
0,707807509,0,0,AimBig Employment MOUNT DRUITT,0212854K,MUSK
0,1511144119,0,8,AimBig Employment EPPING,0212820K,MENH
0,294117709,0,0,AimBig Employment EPPING,0212820K,MENH
0,1066133809,0,8,AimBig Employment INGLEBURN,0212849B,AALL
0,4303342008,0,4,AimBig Employment TIWI,0212891D,AALL
0,4284930609,0,0,AimBig Employment CESSNOCK,0212813A,AALL
0,873884909,0,8,AimBig Employment CAIRNS CITY,0212798G,MENH
0,5387392004,0,3,AimBig Employment NORTH LAKES,0212795D,AALL
0,13869820,0,4,AimBig Employment MITCHELTON,0212879H,AALL
0,8887833019,0,4,AimBig Employment CAIRNS CITY,0212798G,MENH
0,4416279909,0,8,AimBig Employment CAIRNS CITY,0212798G,MENH
0,5394531709,0,4,AimBig Employment GLENORCHY,0212861J,AALL
0,6165574019,0,4,AimBig Employment NORTH LAKES,0212879H,AALL
0,3426019409,0,0,AimBig Employment LISMORE,0212829J,AALL
0,7323507309,0,8,AimBig Employment INGLEBURN,0212849B,AALL
0,5824972609,0,0,AimBig Employment BURLEIGH HEADS,0212794C,(blank)
0,83762909,0,0,AimBig Employment LEICHHARDT,0212900K,AALL
0,3259410509,0,0,AimBig Employment TOOWONG,0212879H,AALL
0,881914409,0,0,AimBig Employment TAYLORS LAKES,0212823C,MUSK
0,7065472003,0,0,AimBig Employment WOY WOY,0212881B,AALL
0,9946673909,0,8,AimBig Employment MOUNT DRUITT,0212853J,MENH
0,2384210004,0,4,AimBig Employment UPPER MOUNT GRAVATT,0212796E,(blank)
0,7330100004,0,0,AimBig Employment NORTH LAKES,0212795D,AALL
0,9690534809,0,5,AimBig Employment PROSPECT,0212789F,(blank)
0,987994003,0,4,AimBig Employment ROCKDALE,0212904D,AALL
0,14403830,0,4,AimBig Employment NAMBUCCA HEADS,0212826F,AALL
0,511991609,0,5,AimBig Employment CHATSWOOD,0212851G,(blank)
0,9761591209,0,0,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,390814019,0,0,AimBig Employment HURSTVILLE,0212904D,AALL
0,8957526009,0,0,AimBig Employment AITKENVALE,0212804K,MENH
0,6538144009,0,4,AimBig Employment THE ENTRANCE,0212881B,AALL
0,2120743209,0,0,AimBig Employment WERRIBEE,0212822B,MENH
0,597496909,0,5,AimBig Employment FRANKSTON,0212819G,MUSK
0,1686302309,0,0,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,261822003,0,4,AimBig Employment BONDI JUNCTION,0212843G,MUSK
0,726807509,0,0,AimBig Employment FAIRFIELD,0212844H,AALL
0,3105323509,0,3,AimBig Employment FRANKSTON,0212819G,MUSK
0,5983746409,0,3,AimBig Employment TAMWORTH,0212883D,(blank)
0,5832391109,0,4,AimBig Employment LISMORE,0212890C,(blank)
0,1314030,0,8,AimBig Employment TAMWORTH,0212883D,(blank)
0,4130002119,0,0,AimBig Employment CRAIGIEBURN,0212886G,AALL
0,6887414003,0,0,AimBig Employment WOLLONGONG,0212856A,(blank)
0,7707078809,0,3,AimBig Employment AITKENVALE,0212804K,MENH
0,2533720019,0,0,AimBig Employment NORTH LAKES,0212879H,AALL
0,8433213209,0,8,AimBig Employment WOLLONGONG,0212856A,(blank)
0,12361750,0,8,AimBig Employment AITKENVALE,0212804K,MENH
0,4439807809,0,0,AimBig Employment BROADMEADOW,0212884E,AALL
0,5967085909,0,0,AimBig Employment TIWI,0212830B,AALL
0,2723675809,0,0,AimBig Employment ORANGE,0212872A,MENH
0,2558042109,0,3,AimBig Employment TAMWORTH,0212814B,AALL
0,5812910,0,4,AimBig Employment FRANKSTON,0212818F,MENH
0,5541040209,0,0,AimBig Employment HEIDELBERG,0212820K,MENH
0,214381009,0,0,AimBig Employment PENRITH,0212903C,(blank)
0,12743200,0,8,AimBig Employment BURWOOD,0212847K,MUSK
0,7961383003,0,0,AimBig Employment HORNSBY,0212841E,AALL
0,8981144309,0,8,AimBig Employment BAULKHAM HILLS,0212898K,AALL
0,4634530003,0,5,AimBig Employment RYDE,0212851G,(blank)
0,15301530,0,3,AimBig Employment FRANKSTON,0212819G,MUSK
0,8417078709,0,8,AimBig Employment BURWOOD,0212846K,MENH
0,5384779909,0,0,AimBig Employment INVERELL,0212889K,AALL
0,721674609,0,5,AimBig Employment CABRAMATTA,0212899A,AALL
0,6676602609,0,0,AimBig Employment EPPING,0212820K,MENH
0,1245745007,0,0,AimBig Employment PORT MACQUARIE,0212827G,(blank)
0,5217365209,0,0,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,17888000,0,4,AimBig Employment LEICHHARDT,0212845J,AALL
0,4091671007,0,4,AimBig Employment CORIO,0212862K,AALL
0,1426541003,0,8,AimBig Employment CESSNOCK,0212882C,AALL
0,2018055109,0,0,AimBig Employment MOONEE PONDS,0212886G,AALL
0,18091400,0,4,AimBig Employment FRANKSTON,0212818F,MENH
0,4547124609,0,4,AimBig Employment WARRNAMBOOL,0212863K,MENH
0,86982609,0,8,AimBig Employment BUNBURY,0212811K,(blank)
0,7636657609,0,8,AimBig Employment BANKSTOWN,0212840D,MUSK
0,7054481003,0,5,AimBig Employment WOY WOY,0212881B,AALL
0,687198109,0,4,AimBig Employment EPPING,0212821A,MUSK
0,9355912809,0,8,AimBig Employment GLENORCHY,0212892E,(blank)
0,8312574019,0,8,AimBig Employment EPPING,0212820K,MENH
0,6103823309,0,0,AimBig Employment GLEN INNES,0212889K,AALL
0,5559546007,0,0,AimBig Employment EPPING,0212820K,MENH
0,7482041609,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,7178725909,0,8,AimBig Employment NORTH LAKES,0212795D,AALL
0,3557355609,0,6,AimBig Employment CHERMSIDE,0212795D,AALL
0,3711937909,0,8,AimBig Employment WOY WOY,0212881B,AALL
0,304010003,0,0,AimBig Employment DUBBO,0212870K,MENH
0,4319492909,0,5,AimBig Employment BANKSTOWN,0212839K,MENH
0,4507850,0,0,AimBig Employment BALLARAT CENTRAL,0212859D,MENH
0,15137770,0,8,AimBig Employment BAULKHAM HILLS,0212898K,AALL
0,8520790,0,4,AimBig Employment TOOWONG,0212795D,AALL
